16	16	4	1845118	177493	91.22
32	16	4	1929228	93383	95.38
64	16	4	1958824	63787	96.85
128	16	4	1977702	44909	97.78
16	32	4	1928258	94353	95.34
32	32	4	1968933	53678	97.35
64	32	4	1973589	49022	97.58
128	32	4	1996593	26018	98.71
16	64	4	1957178	65433	96.76
32	64	4	1982576	40035	98.02
64	64	4	2002971	19640	99.03
128	64	4	2008109	14502	99.28
16	128	4	1977346	45265	97.76
32	128	4	2001568	21043	98.96
64	128	4	2010974	11637	99.42
128	128	4	2016881	5730	99.72
16	256	4	1995315	27296	98.65
32	256	4	2009585	13026	99.36
64	256	4	2013855	8756	99.57
128	256	4	2018993	3618	99.82
16	512	4	2002838	19773	99.02
32	512	4	2013670	8941	99.56
64	512	4	2017770	4841	99.76
128	512	4	2019714	2897	99.86
16	1024	4	2004796	17815	99.12
32	1024	4	2011187	11424	99.44
64	1024	4	2017950	4661	99.77
128	1024	4	2020161	2450	99.88
16	2048	4	2008070	14541	99.28
32	2048	4	2015728	6883	99.66
64	2048	4	2018763	3848	99.81
128	2048	4	2020384	2227	99.89
16	4096	4	2010874	11737	99.42
32	4096	4	2016431	6180	99.69
64	4096	4	2019046	3565	99.82
128	4096	4	2020535	2076	99.90
16	8192	4	2012109	10502	99.48
32	8192	4	2016787	5824	99.71
64	8192	4	2019281	3330	99.84
128	8192	4	2020694	1917	99.91
16	16384	4	2012540	10071	99.50
32	16384	4	2017005	5606	99.72
64	16384	4	2019418	3193	99.84
128	16384	4	2020714	1897	99.91
16	32768	4	2012828	9783	99.52
32	32768	4	2017134	5477	99.73
64	32768	4	2019436	3175	99.84
128	32768	4	2020720	1891	99.91
16	65536	4	2012937	9674	99.52
32	65536	4	2017153	5458	99.73
64	65536	4	2019442	3169	99.84
128	65536	4	2020725	1886	99.91
16	131072	4	2012956	9655	99.52
32	131072	4	2017156	5455	99.73
64	131072	4	2019446	3165	99.84
128	131072	4	2020733	1878	99.91
16	32	8	1919838	102773	94.92
32	32	8	1964314	58297	97.12
64	32	8	1985453	37158	98.16
128	32	8	1994130	28481	98.59
16	64	8	1952041	70570	96.51
32	64	8	1980759	41852	97.93
64	64	8	1991998	30613	98.49
128	64	8	2009035	13576	99.33
16	128	8	1969151	53460	97.36
32	128	8	1996058	26553	98.69
64	128	8	2007779	14832	99.27
128	128	8	2014262	8349	99.59
16	256	8	1987367	35244	98.26
32	256	8	2005308	17303	99.14
64	256	8	2012219	10392	99.49
128	256	8	2018152	4459	99.78
16	512	8	2000092	22519	98.89
32	512	8	2012030	10581	99.48
64	512	8	2016549	6062	99.70
128	512	8	2019148	3463	99.83
16	1024	8	2003729	18882	99.07
32	1024	8	2009021	13590	99.33
64	1024	8	2017777	4834	99.76
128	1024	8	1993287	29324	98.55
16	2048	8	2003521	19090	99.06
32	2048	8	2014822	7789	99.61
64	2048	8	2018196	4415	99.78
128	2048	8	2020137	2474	99.88
16	4096	8	2010280	12331	99.39
32	4096	8	2016021	6590	99.67
64	4096	8	2018822	3789	99.81
128	4096	8	2020422	2189	99.89
16	8192	8	2009300	13311	99.34
32	8192	8	2016439	6172	99.69
64	8192	8	2019153	3458	99.83
128	8192	8	2020534	2077	99.90
16	16384	8	2012086	10525	99.48
32	16384	8	2016786	5825	99.71
64	16384	8	2019281	3330	99.84
128	16384	8	2020693	1918	99.91
16	32768	8	2012523	10088	99.50
32	32768	8	2017003	5608	99.72
64	32768	8	2019418	3193	99.84
128	32768	8	2020714	1897	99.91
16	65536	8	2012827	9784	99.52
32	65536	8	2017134	5477	99.73
64	65536	8	2019436	3175	99.84
128	65536	8	2020720	1891	99.91
16	131072	8	2012937	9674	99.52
32	131072	8	2017153	5458	99.73
64	131072	8	2019442	3169	99.84
128	131072	8	2020725	1886	99.91
16	64	16	1937790	84821	95.81
32	64	16	1968798	53813	97.34
64	64	16	1989915	32696	98.38
128	64	16	1999969	22642	98.88
16	128	16	1952827	69784	96.55
